ID	Value
hhd862	टीका\N_NN जन्म\N_NN के\PSP बाद\N_NST जितनी\QT_QTF जल्दी\RB सम्भव\N_NN हो\V_VM अवश्य\N_NN लगवाना\V_VM चाहिए\V_VAUX ।\RD_PUNC
hhd863	रोगी\N_NN को\PSP उपचार\N_NN के\PSP लिए\PSP नजदीक\JJ के\PSP प्राथमिक\N_NN स्वास्थ\N_NN केन्द्र\N_NN या\RP_RPD जिला\N_NN क्षय\N_NNP रोग\N_NN केन्द्र\N_NN को\PSP सन्दर्भित\N_NN करें\V_VM ।\RD_PUNC
hhd864	जिन\PR_PRL व्यक्तियों\N_NN को\PSP बलगम\N_NNP के\PSP साथ\PSP या\RP_RPD बिना\PSP बलगम\N_NNP के\PSP तीन\QT_QTC सप्ताह\N_NN से\PSP अधिक\QT_QTF खाँसी\N_NN या\RP_RPD बलगम\N_NNP में\PSP खून\N_NN आ\V_VM रहा\V_VAUX हो\V_VAUX उन्हे\PR_PRP जाँच\N_NN के\PSP लिए\PSP प्राथमिक\N_NN स्वास्थ्य\N_NN केन्द्र\N_NN या\RP_RPD जिला\N_NN क्षय\N_NNP रोग\N_NN केन्द्र\N_NN भेज\V_VM दें\V_VAUX ।\RD_PUNC
hhd865	क्षय\N_NNP रोगियों\N_NN का\PSP समय\N_NN -\RD_PUNC समय\N_NN पर\PSP पता\N_NN लगाते\V_VM रहें\V_VAUX कि\CC_CCS वह\DM_DMD प्राथमिक\N_NN केन्द्र\N_NN या\RP_RPD जिला\N_NN क्षय\N_NNP रोग\N_NN केन्द्र\N_NN पर\PSP सलाह\N_NN उपचार\N_NN के\PSP लिए\PSP गए\V_VM अथवा\CC_CCD नहीं\RP_NEG ।\RD_PUNC
hhd866	स्वास्थ्य\N_NN कार्यकर्ता\N_NN (\RD_SYM महिला\N_NN )\RD_SYM की\PSP सहायता\N_NN से\PSP क्षेत्र\N_NN के\PSP सभी\QT_QTF शिशुओं\N_NN की\PSP तपेदिक\N_NNP का\PSP टीका\N_NN (\RD_SYM बी.सी.जी.\N_NNP )\RD_SYM अवश्य\N_NN लगवाएँ\V_VM ।\RD_PUNC
hhd867	लोगों\N_NN को\PSP तपेदिक\N_NNP से\PSP रोकथाम\N_NN और\CC_CCD उस\PR_PRP पर\PSP नियंत्रण\N_NN पाने\V_VM कि\CC_CCS के\PSP विषय\N_NN में\PSP सभी\QT_QTF शिक्षा\N_NN दें\V_VM ।\RD_PUNC
hhd868	औषधि\N_NN वितरण\N_NN के\PSP लिए\PSP राज्य\N_NN में\PSP दो\QT_QTC केन्द्रीय\N_NN औषधि\N_NN भण्डार\N_NN बनाए\V_VM गए\V_VAUX हैं\V_VAUX देहरादून\N_NNP तथा\CC_CCD उधम\N_NNP सिंह\N_NNP नगर\N_NN ।\RD_PUNC
hhd869	जिससे\PR_PRL कि\CC_CCS दूरस्थ\JJ जनपदों\N_NN में\PSP औषधियाँ\N_NN समय\N_NN पर\PSP उपलब्ध\N_NN कराई\V_VM जा\V_VM सके\V_VAUX ,\RD_PUNC यह\DM_DMD दवाईयाँ\N_NN जिले\N_NN की\PSP जनसंख्या\N_NN के\PSP हिसाब\N_NN से\PSP बाँटी\V_VM जाती\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd870	औषधियों\N_NN की\PSP आपूर्ति\N_NN भारत\N_NNP सरकार\N_NN द्वारा\PSP की\PSP जाती\V_VM है\V_VAUX ।\RD_PUNC
hhd871	``\RD_PUNC पुनरीक्षित\N_NN राष्ट्रीय\N_NN क्षय\N_NN नियंत्रण\N_NN कार्यक्रम\N_NN को\PSP सुचारू\JJ रूप\JJ से\PSP चलाने\RB के\PSP भारत\N_NNP सरकार\N_NN द्वारा\PSP 8\QT_QTC जनपदों\N_NN (\RD_SYM टिहरी\N_NNP ,\RD_PUNC पौड़ी\N_NNP ,\RD_PUNC उत्तरकाशी\N_NNP ,\RD_PUNC चमोली\N_NNP ,\N_NNP नैनीताल\N_NNP ,\RD_PUNC पिथौरागढ़\N_NNP ,\RD_PUNC अल्मोड़ा\N_NNP तथा\CC_CCD देहरादून\N_NNP )\RD_SYM में\PSP 1\QT_QTC -\RD_PUNC 1\QT_QTC चौपहिया\JJ वाहन\N_NN उपलब्ध\N_NN कराये\V_VM हैं\V_VAUX ।\RD_PUNC ``\RD_PUNC
hhd872	भारत\N_NNP सरकार\N_NN द्वारा\PSP प्रत्येक\QT_QTF उपचार\N_NN केन्द्रो\N_NN केन्द्रों\N_NN पर\PSP 1\QT_QTC -\RD_PUNC 1\QT_QTC दुपहिया\JJ वाहन\N_NN उपलब्ध\N_NN कराये\V_VM हैं\V_VAUX ।\RD_PUNC
hhd873	प्रत्येक\QT_QTF माईक्रोस्कोपिक\N_NN सेंटर\N_NN पर\PSP 1\QT_QTC -\RD_PUNC 1\QT_QTC बाईनेकुलर\N_NN माईक्रोस्कोप\N_NN उपलब्ध\N_NN कराये\V_VM हैं\V_VAUX ।\RD_PUNC
hhd874	5\QT_QTC जनपदों\N_NN (\RD_SYM हरिद्वार\N_NNP ,\RD_PUNC उधम\N_NNP सिंह\N_NNP नगर\N_NN ,\RD_PUNC रूद्रप्रयाग\N_NNP ,\RD_PUNC बागेश्वर\N_NNP ,\RD_PUNC तथा\CC_CCD चम्पावत\N_NNP )\RD_SYM में\PSP राज्य\N_NN सरकार\N_NN द्वारा\PSP चौपहिया\JJ वाहन\N_NN उपलब्ध\N_NN कराये\V_VM हैं\V_VAUX ।\RD_PUNC
hhd875	टेटनस\N_NNP एक\QT_QTC तरह\N_NN का\PSP संक्रमण\N_NN है\V_VAUX ,\RD_PUNC जो\PR_PRL ऐसे\DM_DMD कीटाणुओं\N_NN के\PSP कारण\N_NN पैदा\N_NN होता\V_VM है\V_VAUX ,\RD_PUNC जो\PR_PRL धूल\N_NN ,\RD_PUNC गंदगी\N_NN और\CC_CCD जंग-युक्त\JJ धातु\N_NN में\PSP पाए\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd876	टेटनस\N_NNP के\PSP कीटाणु\N_NN शरीर\N_NN को\PSP लगने\V_VM वाली\PSP सामान्य\JJ कटन\N_NN के\PSP जरिए\PSP भीतर\N_NST प्रवेश\N_NN कर\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd877	टेटनेस\N_NNP के\PSP कीटाणुओं\N_NN के\PSP कारण\N_NN मांसपेशियाँ\N_NN अकड़\V_VM जाती\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd878	यदि\CC_CCS जबड़ों\N_NN की\PSP मांसपेशियों\N_NN पर\PSP टेटनेस\N_NNP का\PSP हमला\N_NN होता\V_VM है\V_VAUX तो\CC_CCS जबड़े\N_NN अकड़\V_VM जाते\V_VAUX हैं\V_VAUX (\RD_SYM लाकजा\N_NN )\RD_SYM और\CC_CCD मुँह\N_NN न\RP_NEG तो\RP_RPD खुलता\V_VM है\V_VAUX न\RP_NEG ही\RP_RPD बंद\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd879	आमतौर\RB पर\PSP यह\DM_DMD बहुत\QT_QTF तीव्र\RB होता\V_VM है\V_VAUX किंतु\CC_CCS इसके\DM_DMD कुछ\QT_QTF धीमें\JJ मामले\N_NN तब\N_NN सामने\N_NST आते\V_VM है\V_VAUX जब\PR_PRL व्यक्ति\N_NN पहले\N_NST से\PSP किसी\PR_PRI फलैवीवायरस\N_NNP से\PSP संक्रमित\JJ होता\V_VM है\V_VAUX ।\RD_PUNC
hhd880	संक्रमण\N_NN के\PSP बाद\N_NST विषाणु\N_NN सबसे\RP_INTF पहले\QT_QTO स्थानीय\JJ रूप\N_NN से\PSP प्रजनन\N_NN कर\NN संख्या\N_NN बढा\V_VM लेता\V_VAUX है\V_VAUX इसके\DM_DMD बाद\N_NST सारे\JJ शरीर\N_NN मे\PSP यह\DM_DMD लिम्फवाहिनी\N_NNP नलियों\N_NN से\PSP फैल\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd881	टेटनेस\N_NNP के\PSP कारण\N_NN श्‍वास\N_NNP नलिका\N_NN की\PSP मांसपेशियाँ\N_NN भी\RP_RPD अकड़\V_VM जाती\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd882	यह\DM_DMD एक\QT_QTC तरह\N_NN के\PSP जीवाणु\N_NN हैं\V_VAUX ,\RD_PUNC जो\PR_PRL फेफड़ों\N_NN को\PSP बलगम\N_NN के\PSP द्वारा\PSP (\RD_SYM एक\QT_QTC तरह\N_NN का\PSP चिपचिपा\JJ ,\RD_PUNC लसीला\JJ पदार्थ\N_NN )\RD_SYM बंद\N_NN कर\V_VM देते\V_VAUX हैं\V_VAUX ,\RD_PUNC इसके\PR_PRL कारण\N_NN खाँसने\V_VM पर\PSP इतनी\QT_QTF जोर\RB की\PSP आवाज\N_NN निकलती\V_VM है\V_VAUX ,\RD_PUNC जैसे\CC_CCS कोई\DM_DMI कुत्ता\N_NN भौंक\V_VM रहा\V_VAUX हो\V_VAUX ।\RD_PUNC
hhd883	पीतज्वर\N_NNP की\PSP शुरूआत\N_NN संक्रमण\N_NN होने\V_VM के\PSP 3\QT_QTC से\PSP 5\QT_QTC दिन\N_NN बाद\N_NN अचानक\RB होते\V_VM होती\V_VAUX है\V_VAUX |\RD_PUNC
hhd884	जीवाणु\N_NN के\PSP कारण\N_NN शरीर\N_NN में\PSP ऐसे\DM_DMD कीटाणु\N_NN भी\RP_RPD पैदा\N_NN हो\V_VM सकते\V_VAUX हैं\V_VAUX ,\RD_PUNC जिनसे\PR_PRL निमोनिया\N_NNP और\CC_CCD ब्रौंकाइटिस\N_NNP (\RD_SYM फैफडों\N_NN का\PSP संक्रमण\N_NN )\RD_SYM पैदा\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd885	टाइफाईड\N_NNP ज्वर\N_NN एक\QT_QTC ऐसी\DM_DMD बीमारी\N_NN है\V_VM ,\RD_PUNC जो\PR_PRL गैस्ट्रोइंटेस्टेनियल\N_NNP (\RD_SYM आंत\N_NN मार्ग\N_NN )\RD_SYM में\PSP संक्रमण\N_NN के\PSP रूप\N_NN में\PSP शुरू\N_NN होती\V_VAUX है\V_VAUX और\CC_CCD फिर\RB पूरी\JJ बीमारी\N_NN का\PSP रूप\N_NN ले\V_VM लेती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd886	टाइफाईड\N_NNP का\PSP कारण\N_NN एक\QT_QTC तरह\N_NN के\PSP कीटाणु\N_NN होते\V_VM हैं\V_VAUX ,\RD_PUNC जिन्हें\PR_PRL सालमोनेला\N_NNP टिफी\N_NNP कहते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd887	हर\QT_QTF मरीज\N_NN में\PSP इसके\DM_DMD लक्षण\N_NN अलग\N_NN -\RD_PUNC अलग\N_NN होते\V_VM हैं\V_VAUX ,\RD_PUNC लेकिन\CC_CCS इसके\DM_DMD कुछ\QT_QTF लक्षण\N_NN सामान्य\JJ लक्षणों\N_NN में\PSP शामिल\N_NN हैं\V_VAUX -\RD_PUNC मियादी\N_NNP बुखार\N_NN ,\RD_PUNC सरदर्द\N_NN ,\RD_PUNC थकान\N_NN और\CC_CCD कमजोरी\N_NN ,\RD_PUNC व्यवहार\N_NN में\PSP बदलाव\N_NN और\CC_CCD बीमारी\N_NN की\PSP प्रारंभिक\JJ अवस्था\N_NN में\PSP पेट\N_NN की\PSP तकलीफ\N_NN और\CC_CCD कब्ज\N_NN तथा\CC_CCD इसके\DM_DMD बाद\N_NST दस्त\N_NN ।\RD_PUNC
hhd888	जब\PR_PRL सालमोनेला\N_NNP टिफी\N_NNP युक्त\JJ कोई\DM_DMI भी\RP_RPD खाद्य\N_NN पदार्थ\N_NN या\RP_RPD पेय\N_NN पदार्थ\N_NN लिया\V_VM जाता\V_VAUX है\V_VAUX तो\RP_RPD सामान्यतः\N_NN पेट\N_NN में\PSP मौजूद\JJ अम्ल\N_NN के\PSP द्वारा\PSP ज्यादातर\QT_QTF जैविक\N_NN घटक\N_NN निष्कृय\N_NN हो\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd889	यदि\CC_CCS भारी\JJ संख्या\N_NN मे\PSP ये\DM_DMD कीटाणु\N_NN पेट\N_NN मे\PSP में\PSP पहुँच\V_VM जाएँ\V_VAUX तो\CC_CCS इनमें\PR_PRP से\PSP कुछ\QT_QTF कीटाणु\N_NN छोटी\JJ आंत\N_NN तक\PSP प्रवेश\N_NN कर\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd890	टाइफाईड\N_NNP बुखार\N_NN से\PSP बचाव\N_NN के\PSP लिए\PSP टीका\N_NN सबसे\RP_INTF प्रभावी\JJ और\CC_CCD सबसे\RP_INTF विश्वसनीय\JJ विश्‍वसनीय\JJ उपाय\N_NN है\V_VAUX ।\RD_PUNC
hhd891	विविध\JJ अंतर्राष्ट्रीय\JJ एवं\CC_CCD राष्ट्रीय\JJ स्वास्थ्य\N_NN अधिकारियों\N_NN द्वारा\PSP स्थानीय\JJ क्षेत्रों\N_NN की\PSP यात्रा\N_NN करने\V_VM वाले\PSP व्यक्तियों\V_VM के\PSP लिए\PSP टाइफाईड\N_NNP का\PSP टीका\N_NN लगवाने\V_VM की\PSP सिफारिश\N_NN की\PSP जाती\V_VM है\V_VAUX ।\RD_PUNC
hhd892	ऐसे\DM_DMD इलाकों\N_NN के\PSP स्कूली\JJ बच्चों\N_NN और\CC_CCD युवा\N_NN व\CC_CCD वयस्कों\N_NN को\PSP भी\RP_RPD यह\DM_DMD टीका\N_NN लगवाने\V_VM की\PSP सिफारिश\N_NN की\PSP जाती\V_VM है\V_VAUX ,\RD_PUNC जिन\PR_PRL क्षेत्रों\N_NN मे\PSP इस\PR_PRP आयु\N_NN समूह\N_NN के\PSP व्यक्तियों\N_NN में\PSP टाइफाईड\N_NNP ज्वर\N_NN एक\QT_QTC प्रमुख\JJ सार्वजनिक\JJ स्वास्थ्य\N_NN समस्या\N_NN के\PSP रूप\N_NN मे\PSP मौजूद\N_NN है\V_VAUX ।\RD_PUNC
hhd893	टाइफाईड\N_NNP ज्वर\N_NN में\PSP एंटीबायोटिक\N_NN रोधकता\N_NN युक्त\N_NN सालमोनेला\N_NNP टिफी\N_NN नस्ल\N_NN पाई\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd894	ऐसे\DM_DMD करें\V_VM दाँतों\N_NN की\PSP देखरेख\V_VM ।\RD_PUNC
hhd895	पीतज्वर\N_NNP रोग\N_NN के\PSP गंभीर\JJ मामलों\N_NN मे\PSP तीव्र\JJ ज्वर\N_NN ,\RD_PUNC सर्दी\N_NN ,\RD_PUNC त्वचा\N_NN से\PSP रक्त\N_NN निकलना\V_VM ,\RD_PUNC तीव्र\JJ दिल\N_NN की\PSP धड़कन\N_NN ,\RD_PUNC सिरदर्द\N_NN ,\RD_PUNC कमर\N_NN दर्द\N_NN तथा\CC_CCD बहुमूत्र\N_NN हो\V_VM जाता\V_VAUX है\V_VAUX ।\RD_VAUX
hhd896	पीतज्वर\N_NNP के\PSP महामारी\N_NN के\PSP रूप\N_NN मे\PSP फैलने\V_VM से\PSP मृत्यु\N_NN दर\N_NN 85\QT_QTC %\RD_SYM तक\PSP चली\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd897	पीतज्वर\N_NNP रोग\N_NN ग्रामीण\JJ तथा\CC_CCD जंगली\JJ इलाकों\N_NN में\PSP तथा\CC_CCD शहरी\JJ इलाकों\N_NN मे\PSP अलग\JJ -\RD_PUNC अलग\JJ तरह\N_NN से\PSP फैलता\V_VM है\V_VAUX ।\RD_PUNC
hhd898	नगरों\N_NN मे\PSP ज्यादा\QT_QTF आबादी\N_NN के\PSP घनत्व\N_NN के\PSP चलते\V_VM तथा\CC_CCD ज्यादा\QT_QTF वाहक\N_NN मच्छर\N_NN आबादी\N_NN होने\V_VM से\PSP प्रभाव\N_NN बहुत\RP_INTF ज्यादा\QT_QTF होता\V_VM है\V_VAUX ।\RD_PUNC
hhd899	पीतज्वर\N_NN का\PSP कोई\DM_DMI वास्तविक\JJ उपचार\N_NN नहीं\RP_NEG है\V_VM ।\RD_PUNC
hhd900	ज्यादातर\QT_QTF विषाणु\N_NN जनित\N_NN रोगों\N_NN का\PSP उपचार\N_NN होता\V_VM भी\RP_RPD नहीं\RP_NEG है\V_VAUX केवल\QT_QTF सहायक\N_NN उपचार\N_NN तथा\CC_CCD लक्षणों\N_NN के\PSP आधार\N_NN पर\PSP उपचार\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd901	ज्वर\N_NNP के\PSP रोगी\N_NN को\PSP ढेर\RP_INTF सारा\QT_QTF आराम\N_NN ,\RD_PUNC ताजी\JJ हवा\N_NN ,\RD_PUNC तथा\CC_CCD ढेर\RP_INTF सारा\QT_QT तरल\JJ पीने\N_NN को\PSP देना\V_VM चाहिए\V_VAUX ।\RD_PUNC
hhd902	पीतज्वर\N_NNP के\PSP हैमस्टर\N_NN माडल\N_NN में\PSP एण्टीवायरल\N_NN रिबावैरिन\N_NN का\PSP जल्दी\RB उपयोग\N_NN करने\V_VM पर\PSP इसे\PR_PRL एक\QT_QTC प्रभावी\JJ उपचार\N_NN माना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd903	रिबावैरिन\N_NN पीतज्वर\N_NN के\PSP इलाज\N_NN मे\PSP उसी\PR_PRP प्रकार\N_NN प्रभावी\JJ होता\V_VM है\V_VAUX जैसे\CC_CCS कि\CC_CCS यह\DM_DMD है\V_VAUX पेटाइटिस\N_NN सी\PSP मे\PSP प्रभावी\JJ सिद्ध\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd904	ऐतिहासिक\JJ रिपोर्ट\N_NN बताती\V_VM है\V_VAUX कि\CC_CCS इस\PR_PRP रोग\JJ से\PSP मृत्यु\N_NN दर\N_NN 5.8\QT_QTF %\RD_SYM से\PSP लेकर\V_VM 33\QT_QTC %\RD_SYM तक\PSP रही\V_VM है\V_VAUX |\RD_PUNC
hhd905	सी.डी.सी.\N_NN ने\PSP बताया\V_VM है\V_VAUX कि\CC_CCS मृत्यु\N_NN दर\N_NN 15\QT_QTC से\PSP 50\QT_QTC प्रतिशत\N_NN तक\PSP मानी\V_VM है\V_VAUX ।\RD_PUNC
hhd906	जबकि\CC_CCS डब्ल्यू.एच.ओ\N_NNP ने\PSP 2001\QT_QTC मे\PSP जारी\JJ फैक्ट\N_NN शीट\N_NN मे\PSP कहा\V_VM था\V_VAUX कि\CC_CCS 15\QT_QTC %\RD_SYM रोगी\N_NN एक\QT_QTC टोक्सिक\N_NN या\CC_CCD जहरीले\JJ चरण\N_NN मे\PSP प्रवेश\N_NN कर\V_VM जाते\V_VAUX है\V_VAUX जिनमें\PR_PRL से\PSP आधे\QT_QTF मर\V_VM जाते\V_VAUX है\V_VAUX तथा\CC_CCD आधे\QT_QTF बच\V_VM जाते\V_VAUX है\V_VAUX ।\RD_PUNC
hhd907	पीतज्वर\N_NNP का\PSP अफ्रीका\N_NNP ,\RD_PUNC अमेरिका\N_NNP ,\RD_PUNC यूरोप\N_NNP तथा\N_NNP कैरिबियन\N_NNP द्वीप\N_NN समूह\N_NN के\PSP इतिहास\N_NN मे\PSP बड़ा\RP_INTF महत्वपूर्ण\JJ स्थान\N_NN है\V_VAUX ।\RD_PUNC
hhd908	पीतज्वर\N_NNP संयुक्त\N_NNP राज्य\N_NN मे\PSP सबसे\RP_INTF बुरी\JJ तरह\N_NN 1878\QT_QTC में\PSP फैला\V_VM जिससे\PR_PRL मिसीसिपी\N_NNP घाटी\N_NN मे\PSP ही\RP_RPD 20\QT_QTC हजार\QT_QTC की\PSP मौत\N_NN हुई\V_VM थी\V_VAUX ।\RD_PUNC
hhd909	प्राकृतिक\JJ चिकित्सा\N_NN (\RD_SYM नेचुरोपैथी\N_NN naturopathy\RD_RDF )\RD_SYM एक\QT_QTC चिकित्सा-दर्शन\N_NN है\V_VAUX ।\RD_PUNC
hhd910	प्राकृतिक\JJ चिकित्सा\N_NN के\PSP अन्तर्गत\N_NN रोगों\N_NN का\PSP उपचार\N_NN व\PSP स्वास्थ्य-लाभ\N_NN का\PSP आधार\N_NN है\V_VAUX -\RD_PUNC रोगाणुओं\N_NN से\PSP लड़ने\V_VM की\PSP शरीर\N_NN की\PSP स्वाभाविक\JJ शक्ति\N_NN ।\RD_PUNC
hhd911	प्राकृतिक\JJ चिकित्सा\N_NN के\PSP अन्तर्गत\N_NN अनेक\QT_QTF पद्धतियाँ\N_NN हैं\V_VAUX  ;\RD_PUNC जैसे\CC_CCS -\RD_PUNC जल\JJ चिकित्सा\N_NN ,\RD_PUNC होमियोपैथी\N_NN ,\RD_PUNC सूर्य\JJ चिकित्सा\N_NN ,\RD_PUNC अक्यूपंचर\N_NN ,\RD_PUNC एक्यूप्रेसर\N_NN ,\RD_PUNC मृदा\JJ चिकित्सा\N_NN आदि\N_NN ।\RD_PUNC
hhd912	प्राकृतिक\JJ चिकित्सा\N_NN के\PSP प्रचलन\N_NN में\PSP विश्‍व\N_NN की\PSP कई\QT_QTF चिकित्सा\N_NN पद्धतियों\N_NN का\PSP योगदान\N_NN है\V_VAUX ;\RD_PUNC जैसे\CC_CCS भारत\N_NNP का\PSP आयुर्वेद\N_NN तथा\CC_CCD यूरोप\N_NNP का\PSP `\RD_PUNC नेचर\N_NN क्योर\N_NN `\RD_PUNC ।\RD_PUNC
hhd913	प्राकृतिक\JJ चिकित्सा\N_NN प्रणाली\N_NN चिकित्सा\N_NN की\PSP एक\QT_QTC रचनात्मक\JJ विधि\N_NN है\V_VAUX ,\RD_PUNC जिसका\PR_PRL लक्ष्य\N_NN प्रकृति\N_NN में\PSP प्रचुर\QT_QTF मात्रा\N_NN में\PSP उपलब्ध\N_NN तत्त्वों\N_NN के\PSP उचित\JJ इस्तेमाल\N_NN द्वारा\PSP रोग\N_NN का\PSP मूल\JJ कारण\N_NN समाप्त\N_NN करना\V_VM है\V_VAUX ।\RD_PUNC
hhd914	यह\DM_DMD न\RP_NEG केवल\QT_QTF एक\QT_QTC चिकित्सा\N_NN पद्धति\N_NN है\V_VAUX बल्कि\CC_CCD मानव\N_NN शरीर\N_NN में\PSP उपस्थित\N_NN आंतरिक\JJ महत्त्वपूर्ण\JJ शक्तियों\N_NN या\RP_RPD प्राकृतिक\JJ तत्त्वों\JJ के\PSP अनुरूप\N_NN एक\QT_QTC जीवन-शैली\N_NN है\V_VAUX ।\RD_PUNC
hhd915	इस\DM_DMD प्राकृतिक\JJ चिकित्सा\N_NN पद्धति\N_NN में\PSP प्राकृतिक\JJभोजन\N_NN ,\RD_PUNC विशेषकर\N_NN ताजे\JJ फल\N_NN तथा\CC_CCD कच्ची\JJ व\CC_CCD हलकी\JJ पकी\JJ सब्जियाँ\N_NN विभिन्न\JJ बीमारियों\N_NN के\PSP इलाज\N_NN में\PSP निर्णायक\JJ भूमिका\N_NN निभाती\V_VM हैं\V_VAUX ।\RD_PUNC
hhd916	प्राकृतिक\JJ चिकित्सा\N_NN जीवन\N_NN कला\N_NN तथा\CC_CCD विज्ञान\N_NN में\PSP एक\QT_QTC संपूर्ण\JJ क्रांति\N_NN है\V_VAUX ।\RD_PUNC
hhd917	प्राकृतिक\JJ चिकित्सा\N_NN निर्धन\JJ व्यक्तियों\JJ एवं\CC_CCD गरीब\JJ देशों\N_NN के\PSP लिये\PSP विशेष\JJ रूप\N_NN से\PSP वरदान\N_NN है\V_VAUX ।\RD_PUNC
hhd918	त्वचा\N_NN के\PSP किसी\DM_DMI भाग\N_NN के\PSP असामान्य\JJ अवस्था\N_NN को\PSP चर्म\N_NNP रोग\N_NN कहते\V_VM हैं\V_AUX ।\RD_PUNC
hhd919	त्वचा\N_NN शरीर\N_NN का\PSP सबसे\RP_INTF बड़ा\JJ तंत्र\N_NN है\V_VAUX ।\RD_PUNC
hhd920	यह\DM_DMD सीधे\JJ बाहरी\JJ वातावरण\N_NN के\PSP सम्पर्क\N_NN में\PSP होता\V_VM है\V_VAUX ।\RD_PUNC
hhd921	इसके\DM_DMD अतिरिक्त\N_NN बहुत\QT_QTF से\PSP अन्य\JJ तन्त्रों\N_NN या\RP_RPD अंगों\N_NN के\PSP रोग\N_NN (\RD_SYM जैसे\CC_CCS बाबासीर\N_NNP )\RD_SYM भी\RP_RPD त्वचा\N_NN के\PSP माध्यम\N_NN से\PSP ही\RP_RPD अभिव्यक्त\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd922	चिकनगुनिया\N_NNP लम्बें\JJ समय\N_NN तक\PSP चलने\V_VM वाला\PSP जोड़ों\N_NN का\PSP रोग\N_NN है\V_VAUX ।\RD_PUNC
hhd923	चिकुनगुनिया\N_NNP में\PSP जोड़ों\N_NN मे\PSP भारी\JJ दर्द\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd924	चिकुनगुनिया\N_NNP रोग\PSP का\PSP उग्र\JJ चरण\N_NN तो\RP_RPD मात्र\N_NN 2\QT_QTC से\PSP 5\QT_QTC दिन\N_NN के\PSP लिये\PSP चलता\V_VM है\V_VAUX किंतु\CC_CCS जोडों\N_NN का\PSP दर्द\N_NN महीनों\N_NN या\RP_RPD हफ्तों\N_NN तक\PSP तो\RP_RPD बना\V_VM ही\RP_RPD रहता\V_VM है\V_VAUX ।\RD_PUNC
hhd925	चिकनगुनिया\N_NNP विषाणु\N_NN एक\QT_QTC अर्बोविषाणु\N_NN है\V_VAUX जिसे\PR_PRL अल्फाविषाणु\N_NN परिवार\N_NN का\PSP माना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd926	चिकनगुनिया\N_NNP मानव\N_NN में\PSP एडिस\N_NN मच्छर\N_NN के\PSP काटने\V_VM से\PSP प्रवेश\N_NN करता\V_VM है\V_VAUX ।\RD_PUNC
hhd927	चिकनगुनिया\N_NNP को\PSP शरीर\N_NN मे\PSP आने\V_VM के\PSP बाद\N_NST 2\QT_QTC से\PSP 4\QT_QTC दिन\N_NN का\PSP समय\N_NN फैलने\V_VM मे\PSP लगता\V_VM है\V_VAUX ।\RD_PUNC
hhd928	चिकुनगुनिया\N_NNP के\PSP रोगियों\N_NN को\PSP लम्बे\JJ समय\N_NN तक\PSP जोड़ों\N_NN की\PSP पीड़ा\N_NN हो\V_VM सकती\V_VAUX जो\PR_PRL उनकी\PR_PRP उम्र\N_NN पर\PSP निर्भर\N_NN करती\V_VM है\V_VAUX ।\RD_PUNC
hhd929	चिकुनगुनिया\N_NNP रोग\N_NN मानव\N_NN -\RD_PUNC मच्छर\N_NN -\RD_PUNC मानव\N_NN के\PSP चक्र\N_NN मे\PSP फैलता\V_VM है\V_VAUX ।\RD_PUNC
hhd930	चिकुनगुनिया\N_NNP रोग\N_NN के\PSP विषाणु\N_NN मुख्य\JJ रूप\N_NN से\PSP बन्दर\N_NN मे\PSP पायें\V_VM जाते\V_VAUX है\V_VAUX ,\RD_PUNC किंतु\CC_CCS मानव\N_NN सहित\N_NN अन्य\JJ प्रजाति\N_NN भी\RP_RPD इस\PR_PRP से\PSP प्रभावित\N_NN हो\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd931	चिकुनगुनिया\N_NNP रोग\N_NN के\PSP विरूद्ध\N_NN बचाव\N_NN का\PSP सबसे\RP_INTF प्रभावी\JJ तरीका\N_NN रोग\N_NN के\PSP वाहक\N_NN मच्छरों\N_NN के\PSP संपर्क\N_NN मे\PSP आने\V_VM से\PSP बचना\V_VM है\V_VAUX ।\RD_PUNC
